Player,Pos,Rk,Age,G,GS,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,MP
Kessler Edwards,SF,158.0,21.0,0.5802469135802469,0.2804878048780488,0.2017543859649122,0.2568807339449541,0.412,0.2222222222222222,0.2393162393162393,0.353,0.1368421052631579,0.1475409836065573,0.473,0.502,0.03125,0.0338983050847457,0.842,0.1956521739130435,0.2454545454545454,0.2448979591836735,0.0555555555555555,0.24,0.1785714285714285,0.1875,0.36,0.1928104575163398,8.3,0.516,0.509,0.071,5.0,13.8,9.5,4.1,1.4,2.2,13.2,13.8,-0.2,0.9,0.6,0.031,-3.1,-0.8,-3.8,-0.5,0.3483441873354579
Rob Edwards,SG,159.0,25.0,0.0123456790123456,0.0,0.043859649122807,0.091743119266055,0.25,0.1111111111111111,0.1709401709401709,0.25,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.1363636363636363,0.1020408163265306,0.0,0.0,0.0,0.1041666666666666,0.0,0.0490196078431372,-0.8,0.375,1.0,0.0,0.0,28.5,14.0,0.0,0.0,0.0,20.0,19.6,-0.1,0.0,0.0,-0.181,-8.3,-2.9,-11.2,0.0,0.0050228626853263
CJ Elleby,SF,160.0,21.0,0.7037037037037037,0.3414634146341463,0.1842105263157894,0.2431192660550458,0.393,0.1333333333333333,0.188034188034188,0.294,0.1473684210526315,0.1693989071038251,0.462,0.453,0.1041666666666666,0.1186440677966101,0.714,0.2391304347826087,0.2545454545454545,0.2653061224489796,0.1388888888888888,0.24,0.1071428571428571,0.2083333333333333,0.4,0.1895424836601307,9.2,0.491,0.409,0.273,6.0,15.6,10.6,10.6,1.5,1.6,14.0,14.8,-0.1,0.5,0.4,0.016,-3.8,-1.5,-5.3,-1.0,0.4129832340307607
Wayne Ellington,SG,161.0,34.0,0.5185185185185185,0.1097560975609756,0.2017543859649122,0.2522935779816513,0.414,0.4222222222222222,0.4188034188034188,0.389,0.0421052631578947,0.0327868852459016,0.615,0.586,0.0208333333333333,0.0254237288135593,0.818,0.0434782608695652,0.1454545454545454,0.1224489795918367,0.0648148148148148,0.2,0.0357142857142857,0.0833333333333333,0.2,0.218954248366013,9.9,0.593,0.89,0.046,1.3,8.9,5.1,5.0,1.4,0.5,7.3,13.8,0.6,0.4,1.0,0.062,-0.7,-0.6,-1.4,0.1,0.2864070943605376
Joel Embiid,C,162.0,27.0,0.8271604938271605,0.8292682926829268,0.8596491228070176,0.8990825688073395,0.499,0.3111111111111111,0.3162393162393163,0.371,0.8842105263157896,0.8688524590163934,0.529,0.534,1.0,1.0,0.814,0.4565217391304348,0.8727272727272727,0.7959183673469388,0.3888888888888889,0.44,0.5357142857142857,0.6458333333333334,0.54,1.0,31.2,0.616,0.188,0.602,7.2,31.1,19.4,23.5,1.7,3.9,11.3,37.2,7.9,4.1,12.0,0.252,7.2,2.0,9.2,6.5,0.8067063876957185
James Ennis III,SF,163.0,31.0,0.030864197530864126,0.0,0.14912280701754382,0.16513761467889904,0.42825,0.10555555555555553,0.10256410256410252,0.34375,0.1263157894736842,0.1311475409836065,0.4785,0.4845,0.06770833333333331,0.06355932203389827,0.45,0.16304347826086954,0.09772727272727266,0.12585034013605437,0.03240740740740738,0.13,0.11607142857142852,0.05729166666666665,0.14999999999999997,0.14624183006535943,15.6,0.50125,0.329,0.18475,10.475,13.625,12.125,9.3,1.725,3.125,6.95,22.1,0.05,0.025,0.07500000000000001,0.07275000000000001,-1.025,-1.325,-2.325,0.0,0.011924968823610875
Drew Eubanks,C,164.0,24.0,0.5720164609053497,0.25203252032520324,0.3216374269005848,0.2752293577981651,0.59,0.0222222222222222,0.03418803418803413,0.20299999999999999,0.37543859649122807,0.30965391621129323,0.6153333333333334,0.5963333333333334,0.15277777777777776,0.1610169491525423,0.7643333333333334,0.4420289855072464,0.3545454545454545,0.40589569160997735,0.11728395061728392,0.19999999999999998,0.20238095238095236,0.24999999999999997,0.37999999999999995,0.2930283224400871,17.966666666666665,0.6346666666666666,0.061,0.3626666666666667,11.0,22.2,16.5,10.1,1.2,2.8333333333333335,16.03333333333333,17.5,1.4666666666666668,0.7333333333333334,2.2666666666666666,0.12933333333333333,-0.5333333333333333,-0.8333333333333334,-1.3666666666666665,0.13333333333333333,0.29364694471386993
Tacko Fall,C,165.0,26.0,0.1234567901234567,0.0121951219512195,0.043859649122807,0.0504587155963302,0.417,0.0,0.0,0.0,0.0526315789473684,0.0601092896174863,0.417,0.417,0.0208333333333333,0.0508474576271186,0.286,0.1304347826086956,0.1363636363636363,0.1428571428571428,0.0185185185185185,0.0,0.1785714285714285,0.0625,0.06,0.0359477124183006,11.3,0.398,0.0,0.583,13.4,29.4,21.6,4.6,0.0,9.1,16.6,13.6,-0.1,0.1,0.1,0.043,-4.1,0.8,-3.4,0.0,0.0216156297630594
Derrick Favors,C,166.0,30.0,0.4691358024691358,0.2195121951219512,0.2105263157894736,0.2155963302752293,0.516,0.0222222222222222,0.0341880341880341,0.125,0.2526315789473684,0.2349726775956284,0.554,0.522,0.0416666666666666,0.0508474576271186,0.64,0.3260869565217391,0.2909090909090909,0.3197278911564626,0.0555555555555555,0.16,0.1071428571428571,0.0416666666666666,0.32,0.1732026143790849,13.6,0.534,0.088,0.137,9.0,20.2,14.5,5.9,1.3,1.7,4.5,13.4,0.8,0.7,1.4,0.105,-2.3,0.3,-2.1,0.0,0.2312941665511985
Bruno Fernando,C,167.0,23.0,0.23456790123456786,0.0,0.131578947368421,0.1009174311926605,0.6206666666666667,0.0074074074074074,0.0085470085470085,0.5,0.15438596491228065,0.11839708561020033,0.6156666666666667,0.6356666666666667,0.062499999999999965,0.08474576271186436,0.668,0.15217391304347824,0.13636363636363633,0.14965986394557823,0.0216049382716049,0.013333333333333334,0.16666666666666663,0.11805555555555554,0.19333333333333333,0.11764705882352937,20.099999999999998,0.652,0.043666666666666666,0.4186666666666667,13.066666666666668,25.100000000000005,19.066666666666666,7.8,0.26666666666666666,6.266666666666667,18.866666666666667,21.599999999999998,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.135,-0.7666666666666666,0.26666666666666666,-0.4666666666666666,0.06666666666666667,0.03653410927901713
Dorian Finney-Smith,PF,168.0,28.0,0.9753086419753086,0.975609756097561,0.3596491228070175,0.3990825688073394,0.471,0.4888888888888889,0.4615384615384616,0.395,0.1999999999999999,0.174863387978142,0.599,0.595,0.0729166666666666,0.0847457627118644,0.675,0.3260869565217391,0.2909090909090909,0.3197278911564626,0.1759259259259259,0.44,0.1785714285714285,0.2083333333333333,0.4599999999999999,0.3594771241830065,12.5,0.604,0.629,0.12,5.1,10.7,7.9,8.2,1.7,1.3,9.9,13.8,3.4,3.2,6.6,0.121,0.1,0.7,0.8,1.9,0.9266662047942358
Malik Fitts,PF,169.0,24.0,0.11111111111111106,0.0,0.04678362573099413,0.0596330275229357,0.4143333333333333,0.074074074074074,0.05982905982905976,0.5,0.021052631578947333,0.0327868852459016,0.361,0.5453333333333333,0.0,0.0,0.0,0.0289855072463768,0.09090909090909087,0.0770975056689342,0.027777777777777735,0.0,0.0,0.027777777777777766,0.05333333333333334,0.045751633986928074,11.733333333333334,0.5453333333333333,0.5233333333333333,0.0,3.8000000000000003,24.766666666666666,14.6,13.766666666666666,0.0,0.0,9.233333333333333,14.666666666666666,0.06666666666666667,0.03333333333333333,0.06666666666666667,0.11366666666666665,0.033333333333333215,-0.39999999999999997,-0.36666666666666653,0.0,0.015322617892937934
Malachi Flynn,PG,170.0,23.0,0.5308641975308642,0.0609756097560975,0.1403508771929824,0.1926605504587156,0.393,0.1555555555555555,0.1709401709401709,0.333,0.1052631578947368,0.1147540983606557,0.452,0.475,0.03125,0.0423728813559322,0.625,0.0434782608695652,0.109090909090909,0.0952380952380952,0.1481481481481481,0.2,0.0357142857142857,0.0625,0.2,0.1405228758169934,11.7,0.488,0.492,0.131,1.9,11.3,6.4,18.5,1.9,0.7,6.3,16.5,0.5,0.5,1.0,0.092,-1.8,0.4,-1.5,0.1,0.1895524456145212
Bryn Forbes,SG,171.0,28.0,0.6049382716049382,0.016260162601626,0.2690058479532163,0.3287461773700306,0.4283333333333333,0.36296296296296293,0.33618233618233617,0.4136666666666666,0.15438596491228065,0.17668488160291437,0.4463333333333333,0.542,0.11111111111111106,0.09887005649717506,0.9090000000000001,0.0289855072463768,0.09999999999999998,0.08390022675736959,0.0925925925925925,0.12,0.0357142857142857,0.1527777777777777,0.26,0.2886710239651416,11.5,0.5746666666666665,0.5499999999999999,0.161,0.8666666666666667,6.8,3.8333333333333335,8.299999999999999,0.8999999999999999,0.3333333333333333,8.766666666666667,21.133333333333333,0.5333333333333333,0.39999999999999997,0.9333333333333332,0.05366666666666667,-0.7000000000000001,-2.2333333333333334,-2.9333333333333336,-0.19999999999999998,0.3022262251166227
Aleem Ford,SF,172.0,24.0,0.0493827160493827,0.0,0.1052631578947368,0.18348623853211,0.3,0.0888888888888888,0.2564102564102564,0.133,0.0842105263157894,0.0546448087431694,0.8,0.35,0.0,0.0,0.0,0.0869565217391304,0.2363636363636363,0.2040816326530612,0.037037037037037,0.08,0.0,0.1666666666666666,0.2799999999999999,0.0915032679738562,0.5,0.35,0.75,0.0,2.8,18.6,10.7,3.8,0.7,0.0,16.7,14.0,-0.2,0.1,-0.2,-0.103,-9.1,-2.2,-11.4,-0.2,0.0300678952473326
Trent Forrest,PG,173.0,23.0,0.7283950617283951,0.073170731707317,0.1140350877192982,0.1192660550458715,0.49,0.0222222222222222,0.0427350427350427,0.185,0.1263157894736842,0.1147540983606557,0.555,0.506,0.0625,0.0677966101694915,0.792,0.0869565217391304,0.1181818181818181,0.1156462585034013,0.1666666666666666,0.2,0.0357142857142857,0.1666666666666666,0.1399999999999999,0.1078431372549019,10.9,0.554,0.174,0.31,3.4,10.5,7.1,18.6,1.9,0.7,21.4,12.8,0.5,0.8,1.3,0.084,-2.3,1.2,-1.0,0.2,0.268740473881114
Evan Fournier,SG,174.0,29.0,0.9753086419753086,0.975609756097561,0.4385964912280701,0.555045871559633,0.417,0.6666666666666666,0.6581196581196582,0.389,0.2105263157894736,0.2349726775956284,0.465,0.541,0.1041666666666666,0.1186440677966101,0.708,0.0869565217391304,0.2,0.1768707482993197,0.1944444444444444,0.4,0.1071428571428571,0.2708333333333333,0.4599999999999999,0.4607843137254901,12.3,0.554,0.641,0.117,1.5,8.2,4.8,11.9,1.7,0.8,9.4,20.8,1.5,2.2,3.7,0.075,-0.4,-0.3,-0.7,0.7,0.82634751281696
De'Aaron Fox,PG,175.0,24.0,0.7160493827160493,0.7195121951219512,0.763157894736842,0.8486238532110092,0.473,0.2888888888888889,0.358974358974359,0.297,0.7894736842105263,0.7814207650273224,0.524,0.506,0.4583333333333333,0.5,0.75,0.0869565217391304,0.3181818181818182,0.2653061224489796,0.5185185185185185,0.48,0.1428571428571428,0.5833333333333334,0.58,0.7581699346405228,17.4,0.549,0.228,0.319,1.3,10.9,6.0,26.8,1.6,1.0,11.9,29.1,1.5,1.0,2.5,0.058,0.6,-1.2,-0.6,0.7,0.7334418733545794
Melvin Frazier,SG,176.0,25.0,0.0246913580246913,0.0,0.3771929824561403,0.7339449541284403,0.271,0.0666666666666666,0.5982905982905983,0.048,0.4210526315789473,0.4918032786885246,0.444,0.281,0.1770833333333333,0.1949152542372881,0.714,0.3695652173913044,0.2454545454545454,0.2925170068027211,0.0277777777777777,0.12,0.0,0.2083333333333333,0.54,0.349673202614379,-0.4,0.313,0.438,0.146,4.2,7.0,5.6,1.2,0.4,0.0,5.5,19.5,-0.4,0.0,-0.4,-0.16,-9.7,-6.7,-16.4,-0.4,0.0547318830539005
Tim Frazier,PG,177.0,31.0,0.0864197530864197,0.024390243902439,0.08771929824561399,0.1391437308868501,0.371,0.08148148148148147,0.0883190883190883,0.2353333333333333,0.0666666666666666,0.10746812386156646,0.3516666666666666,0.4166666666666667,0.03124999999999997,0.048022598870056464,0.3706666666666667,0.0652173913043478,0.07878787878787874,0.07936507936507937,0.20370370370370364,0.08,0.023809523809523798,0.24999999999999997,0.4133333333333333,0.08714596949891062,-1.066666666666667,0.4306666666666667,0.25766666666666665,0.13633333333333333,1.7,4.833333333333333,3.266666666666667,21.0,0.4666666666666666,0.3,31.733333333333334,16.133333333333336,-0.19999999999999998,0.06666666666666667,-0.13333333333333333,-0.122,-10.333333333333334,-3.1,-13.4,-0.19999999999999998,0.0521107570089141
Enes Freedom,C,178.0,29.0,0.419753086419753,0.0121951219512195,0.131578947368421,0.128440366972477,0.526,0.0222222222222222,0.0085470085470085,0.4,0.1473684210526315,0.1420765027322404,0.533,0.536,0.0729166666666666,0.0677966101694915,0.857,0.3695652173913044,0.2545454545454545,0.3129251700680272,0.0185185185185185,0.04,0.1428571428571428,0.125,0.24,0.1209150326797385,15.0,0.585,0.052,0.289,16.5,25.4,21.0,2.7,0.6,3.1,15.5,13.9,0.6,0.7,1.4,0.16,-1.2,-0.2,-1.4,0.1,0.1457322987390882
Markelle Fultz,PG,179.0,23.0,0.2098765432098765,0.0365853658536585,0.4035087719298245,0.4449541284403669,0.474,0.0444444444444444,0.0769230769230769,0.235,0.4631578947368421,0.4808743169398907,0.5,0.486,0.1458333333333333,0.1440677966101694,0.806,0.0434782608695652,0.2272727272727272,0.1836734693877551,0.5092592592592592,0.44,0.1071428571428571,0.4583333333333333,0.24,0.3529411764705882,17.7,0.517,0.097,0.177,1.2,13.2,7.2,48.9,2.7,1.3,17.5,27.5,0.0,0.4,0.4,0.053,-0.1,0.4,0.2,0.2,0.1309408341416101
Wenyen Gabriel,PF,180.0,24.0,0.1481481481481481,0.03048780487804875,0.12061403508771926,0.1318807339449541,0.34525,0.04999999999999995,0.0662393162393162,0.23675000000000002,0.12105263157894736,0.1147540983606557,0.37925,0.38125000000000003,0.06510416666666666,0.0911016949152542,0.425,0.22282608695652173,0.1636363636363636,0.1921768707482993,0.03240740740740735,0.06,0.1071428571428571,0.09374999999999997,0.37,0.11764705882352937,11.425,0.39525,0.21925,0.2705,8.875,38.45,24.825,4.275,0.6,2.25,9.575,12.975,0.2,0.15,0.32499999999999996,0.09825,-3.875,-1.25,-5.175,-0.2,0.06476894831647495
Daniel Gafford,C,181.0,23.0,0.8765432098765432,0.6463414634146342,0.3508771929824561,0.2614678899082568,0.693,0.0,0.0,0.0,0.4210526315789473,0.3114754098360656,0.695,0.693,0.15625,0.1779661016949152,0.699,0.4782608695652174,0.3181818181818182,0.3877551020408163,0.0833333333333333,0.16,0.5,0.1875,0.48,0.3071895424836601,21.8,0.708,0.002,0.372,12.1,19.0,15.6,7.3,1.0,5.8,12.0,16.7,4.4,1.6,6.0,0.198,1.1,0.5,1.6,1.3,0.5064777608424552
Danilo Gallinari,PF,182.0,33.0,0.8024691358024691,0.2195121951219512,0.3421052631578947,0.4128440366972477,0.434,0.3777777777777777,0.3846153846153846,0.381,0.231578947368421,0.2513661202185792,0.485,0.528,0.21875,0.2033898305084745,0.904,0.108695652173913,0.3727272727272727,0.3197278911564626,0.1388888888888888,0.16,0.0714285714285714,0.125,0.2799999999999999,0.3823529411764705,14.3,0.579,0.492,0.261,2.3,17.8,10.1,8.5,0.8,0.6,5.4,18.4,2.8,0.8,3.6,0.105,1.0,-1.2,-0.2,0.8,0.5872592489954274
Langston Galloway,SG,183.0,30.0,0.045267489711934096,0.0,0.07309941520467833,0.17278287461773698,0.23099999999999998,0.059259259259259234,0.19943019943019938,0.125,0.0596491228070175,0.08014571948998174,0.39999999999999997,0.26933333333333337,0.0,0.0,0.0,0.10144927536231879,0.19999999999999996,0.17913832199546484,0.16358024691358017,0.05333333333333334,0.0,0.17361111111111108,0.19999999999999996,0.06209150326797383,0.6333333333333333,0.26933333333333337,0.615,0.0,3.1333333333333333,14.833333333333334,9.1,13.866666666666665,0.4666666666666666,0.0,17.900000000000002,12.766666666666666,-0.19999999999999998,0.03333333333333333,-0.13333333333333333,-0.10166666666666667,-8.066666666666666,-1.7333333333333332,-9.766666666666667,-0.13333333333333333,0.02934044616876817
Darius Garland,PG,184.0,22.0,0.8271604938271605,0.8292682926829268,0.7017543859649122,0.7935779816513762,0.462,0.5777777777777778,0.5726495726495727,0.383,0.5684210526315789,0.5792349726775956,0.512,0.536,0.3333333333333333,0.2966101694915254,0.892,0.1304347826086956,0.2454545454545454,0.2244897959183673,0.7962962962962962,0.52,0.0357142857142857,0.75,0.3399999999999999,0.7091503267973855,19.0,0.576,0.387,0.205,1.8,8.2,5.1,39.9,1.8,0.3,16.2,27.8,3.8,2.5,6.3,0.125,3.4,-0.8,2.6,2.8,0.8534363308854094
Marcus Garrett,SG,185.0,23.0,0.1358024691358024,0.0,0.0350877192982456,0.0825688073394495,0.238,0.0222222222222222,0.0256410256410256,0.25,0.031578947368421,0.0765027322404371,0.235,0.262,0.0208333333333333,0.0338983050847457,0.4,0.1739130434782609,0.109090909090909,0.1292517006802721,0.0555555555555555,0.16,0.1071428571428571,0.0416666666666666,0.26,0.0359477124183006,4.7,0.28,0.19,0.238,8.1,12.2,10.2,7.0,2.0,2.5,7.9,8.8,-0.1,0.2,0.1,0.032,-6.4,1.0,-5.4,-0.1,0.0473534709713177
Usman Garuba,PF,186.0,19.0,0.2839506172839506,0.024390243902439,0.0701754385964912,0.0825688073394495,0.432,0.0444444444444444,0.0683760683760683,0.25,0.0631578947368421,0.0546448087431694,0.583,0.489,0.0208333333333333,0.0254237288135593,0.714,0.1956521739130435,0.2363636363636363,0.2380952380952381,0.0648148148148148,0.16,0.1785714285714285,0.0625,0.24,0.065359477124183,12.9,0.51,0.455,0.159,9.6,28.7,19.1,9.6,2.0,4.1,11.3,9.4,0.2,0.3,0.5,0.105,-1.8,0.9,-0.9,0.1,0.0859082721352362
Luka Garza,C,187.0,23.0,0.382716049382716,0.0609756097560975,0.1842105263157894,0.2110091743119266,0.449,0.1111111111111111,0.1282051282051282,0.327,0.1684210526315789,0.1693989071038251,0.51,0.503,0.125,0.1610169491525423,0.623,0.391304347826087,0.1181818181818181,0.2108843537414966,0.0555555555555555,0.12,0.0714285714285714,0.125,0.3399999999999999,0.1895424836601307,15.6,0.535,0.333,0.415,15.3,12.3,13.9,8.3,1.1,1.4,9.4,21.1,0.5,0.2,0.8,0.093,-0.5,-2.0,-2.5,-0.1,0.1382846057918802
Rudy Gay,PF,188.0,35.0,0.6666666666666666,0.0121951219512195,0.2543859649122806,0.3165137614678899,0.414,0.2888888888888889,0.3162393162393163,0.345,0.1684210526315789,0.174863387978142,0.494,0.507,0.1145833333333333,0.1186440677966101,0.785,0.2173913043478261,0.3090909090909091,0.2993197278911565,0.0925925925925925,0.2,0.1071428571428571,0.1875,0.3399999999999999,0.2647058823529412,13.0,0.539,0.536,0.208,6.0,19.1,12.8,7.8,1.2,1.6,10.2,19.3,0.8,1.3,2.1,0.097,-0.7,-0.3,-1.0,0.3,0.3654219204655674
Paul George,PF,189.0,31.0,0.3703703703703703,0.3780487804878049,0.7543859649122806,0.9403669724770642,0.421,0.6444444444444444,0.7094017094017095,0.354,0.6,0.6666666666666666,0.467,0.493,0.4270833333333333,0.4067796610169491,0.858,0.0869565217391304,0.5909090909090909,0.4693877551020408,0.5277777777777778,0.8800000000000001,0.1428571428571428,0.8541666666666666,0.48,0.7941176470588235,18.6,0.538,0.404,0.233,1.2,19.2,10.5,28.1,3.0,1.0,15.2,33.7,-0.6,1.9,1.3,0.057,1.8,1.9,3.7,1.6,0.3844048773728696
Taj Gibson,C,190.0,36.0,0.6296296296296297,0.048780487804878,0.1491228070175438,0.146788990825688,0.518,0.0666666666666666,0.0598290598290598,0.395,0.1473684210526315,0.1366120218579234,0.555,0.563,0.0833333333333333,0.0847457627118644,0.808,0.3695652173913044,0.2454545454545454,0.2993197278911565,0.0555555555555555,0.16,0.2857142857142857,0.1041666666666666,0.52,0.1437908496732026,12.0,0.606,0.229,0.313,9.8,16.3,13.0,4.9,1.2,4.2,12.5,10.0,1.4,1.2,2.7,0.135,-3.0,1.0,-2.0,0.0,0.3333102397117916
Josh Giddey,SF,191.0,19.0,0.654320987654321,0.6585365853658537,0.4561403508771929,0.5688073394495413,0.419,0.2222222222222222,0.3333333333333333,0.263,0.4421052631578948,0.4644808743169398,0.492,0.461,0.1041666666666666,0.1271186440677966,0.709,0.391304347826087,0.5454545454545454,0.5306122448979592,0.5925925925925926,0.36,0.1428571428571428,0.6666666666666667,0.32,0.4084967320261438,13.3,0.478,0.318,0.118,5.8,19.8,12.7,32.3,1.5,1.1,19.5,22.2,-1.3,1.7,0.4,0.01,-1.2,0.3,-0.9,0.5,0.599106276846335
Shai Gilgeous-Alexander,PG,192.0,23.0,0.6790123456790124,0.6829268292682927,0.7456140350877193,0.8623853211009175,0.453,0.3555555555555555,0.452991452991453,0.3,0.7263157894736842,0.7377049180327868,0.514,0.496,0.6145833333333334,0.6101694915254237,0.81,0.1521739130434782,0.3909090909090909,0.3401360544217687,0.5462962962962963,0.52,0.2857142857142857,0.5833333333333334,0.5,0.8006535947712418,20.9,0.557,0.282,0.385,1.9,13.0,7.4,31.1,1.8,2.2,11.1,30.8,2.8,1.8,4.6,0.113,2.9,0.5,3.4,2.7,0.6840446168768186
Anthony Gill,PF,193.0,29.0,0.5308641975308642,0.0,0.1228070175438596,0.1146788990825688,0.569,0.0666666666666666,0.0512820512820512,0.538,0.1157894736842105,0.1038251366120218,0.578,0.633,0.1041666666666666,0.1016949152542372,0.808,0.1739130434782609,0.109090909090909,0.1292517006802721,0.0555555555555555,0.04,0.1071428571428571,0.0833333333333333,0.26,0.1339869281045751,14.7,0.682,0.239,0.477,8.0,12.2,10.2,8.3,0.5,2.0,12.0,14.4,1.1,0.2,1.4,0.14,-0.6,-1.3,-1.9,0.0,0.1633296383538866
Freddie Gillespie,PF,194.0,24.0,0.0987654320987654,0.024390243902439,0.087719298245614,0.110091743119266,0.409,0.0,0.0085470085470085,0.0,0.1052631578947368,0.1256830601092896,0.429,0.409,0.03125,0.0677966101694915,0.429,0.3043478260869565,0.2363636363636363,0.272108843537415,0.0555555555555555,0.12,0.3571428571428571,0.125,0.4,0.0751633986928104,9.5,0.419,0.045,0.318,11.5,20.5,16.0,5.9,1.2,6.9,16.6,10.9,-0.1,0.2,0.1,0.049,-5.6,1.0,-4.6,-0.1,0.045101842870999
Rudy Gobert,C,195.0,29.0,0.8024691358024691,0.8048780487804879,0.4824561403508772,0.3532110091743119,0.713,0.0,0.0085470085470085,0.0,0.5789473684210527,0.4153005464480874,0.718,0.713,0.4791666666666666,0.5677966101694915,0.69,0.8043478260869567,1.0,1.0,0.1018518518518518,0.2799999999999999,0.7500000000000001,0.375,0.54,0.5098039215686274,24.7,0.732,0.008,0.864,12.9,36.3,25.0,5.1,1.0,5.7,14.5,16.9,7.3,4.3,11.7,0.264,2.9,1.7,4.6,3.6,0.7448039351531106
Brandon Goodwin,PG,196.0,26.0,0.4320987654320987,0.0609756097560975,0.1578947368421052,0.1972477064220183,0.416,0.1111111111111111,0.1282051282051282,0.345,0.1368421052631579,0.1530054644808743,0.455,0.477,0.0729166666666666,0.0932203389830508,0.632,0.0869565217391304,0.1363636363636363,0.1292517006802721,0.2314814814814814,0.2799999999999999,0.0,0.2083333333333333,0.22,0.1568627450980392,11.8,0.501,0.357,0.247,3.1,11.4,7.4,26.0,2.5,0.2,17.4,18.2,0.1,0.7,0.7,0.069,-2.6,1.1,-1.6,0.1,0.178017181654427
Jordan Goodwin,SG,197.0,23.0,0.0123456790123456,0.0,0.0,0.0688073394495412,0.0,0.0,0.0427350427350427,0.0,0.0,0.0546448087431694,0.0,0.0,0.0,0.0,0.0,0.0,0.0454545454545454,0.0340136054421768,0.0,0.0,0.0,0.0,0.1,0.0,-20.4,0.0,0.333,0.0,0.0,18.2,9.2,0.0,0.0,0.0,0.0,22.2,-0.1,0.0,-0.1,-0.533,-24.7,-9.4,-34.1,0.0,0.0024248302618816
Aaron Gordon,PF,198.0,26.0,0.9135802469135802,0.9146341463414634,0.5087719298245613,0.5091743119266054,0.52,0.2666666666666666,0.2991452991452991,0.335,0.4842105263157894,0.4207650273224043,0.605,0.573,0.2395833333333333,0.2627118644067796,0.743,0.3695652173913044,0.3818181818181818,0.4013605442176871,0.2314814814814814,0.24,0.2142857142857143,0.375,0.4,0.4901960784313725,15.3,0.602,0.312,0.276,6.1,14.3,10.3,11.6,0.9,1.7,12.5,19.7,3.2,2.0,5.2,0.105,0.5,-1.1,-0.6,0.9,0.8333448801441041
Eric Gordon,SG,199.0,33.0,0.691358024691358,0.5609756097560976,0.4122807017543859,0.4541284403669725,0.475,0.4888888888888889,0.452991452991453,0.412,0.2631578947368421,0.2513661202185792,0.548,0.585,0.1875,0.2033898305084745,0.778,0.0652173913043478,0.1545454545454545,0.1360544217687075,0.25,0.2,0.1071428571428571,0.3958333333333333,0.22,0.4379084967320261,12.1,0.614,0.534,0.239,1.0,6.5,3.7,14.1,0.8,1.0,14.6,18.6,1.5,-0.1,1.4,0.04,-0.1,-2.2,-2.3,-0.1,0.5879520576416793
Devonte' Graham,PG,200.0,26.0,0.925925925925926,0.7682926829268293,0.3421052631578947,0.4908256880733944,0.363,0.5555555555555556,0.6324786324786326,0.341,0.1473684210526315,0.180327868852459,0.413,0.481,0.1666666666666666,0.1525423728813559,0.843,0.108695652173913,0.1636363636363636,0.1564625850340136,0.3888888888888889,0.36,0.0714285714285714,0.2916666666666667,0.26,0.3888888888888889,12.1,0.514,0.691,0.172,1.9,7.3,4.5,21.0,1.6,0.5,10.7,19.5,1.6,1.2,2.8,0.062,0.2,-1.2,-1.0,0.5,0.7580712207288347
Jerami Grant,PF,201.0,27.0,0.5679012345679012,0.573170731707317,0.5526315789473684,0.6834862385321101,0.426,0.4222222222222222,0.4615384615384616,0.358,0.4631578947368421,0.5191256830601093,0.465,0.491,0.4791666666666666,0.4661016949152542,0.838,0.1304347826086956,0.3181818181818182,0.2789115646258503,0.2222222222222222,0.36,0.3571428571428571,0.375,0.4599999999999999,0.6274509803921569,16.1,0.556,0.363,0.371,1.9,12.4,6.9,12.5,1.4,2.9,9.5,25.7,1.2,1.1,2.3,0.075,1.4,-0.2,1.2,1.2,0.5299639739503949
Hassani Gravett,PG,202.0,25.0,0.0864197530864197,0.0365853658536585,0.2017543859649122,0.2201834862385321,0.474,0.3111111111111111,0.282051282051282,0.423,0.0947368421052631,0.081967213114754,0.583,0.618,0.0416666666666666,0.0423728813559322,0.75,0.0217391304347826,0.2272727272727272,0.1768707482993197,0.2314814814814814,0.24,0.0357142857142857,0.2291666666666666,0.32,0.2058823529411764,10.1,0.629,0.684,0.105,0.6,12.4,6.5,17.0,1.4,0.5,18.5,12.3,0.1,0.1,0.3,0.071,-2.4,0.2,-2.3,0.0,0.0659553831231813
Danny Green,SF,203.0,34.0,0.7530864197530864,0.3414634146341463,0.175438596491228,0.2385321100917431,0.394,0.3777777777777777,0.3760683760683761,0.38,0.0421052631578947,0.0437158469945355,0.469,0.555,0.0208333333333333,0.0169491525423728,0.786,0.108695652173913,0.1818181818181818,0.1700680272108843,0.0925925925925925,0.4,0.2142857142857143,0.1458333333333333,0.3399999999999999,0.1928104575163398,9.5,0.561,0.847,0.044,2.7,10.1,6.5,6.5,2.2,2.5,12.1,12.3,0.3,1.6,1.9,0.067,-1.4,0.8,-0.5,0.5,0.4755438547873077
